Reaction,Target_Nucleus,Target_Z,Target_N,Target_Mass_A,Projectile,Compound_Nucleus,Compound_A,Compound_Z,Neutron_Excess,Isospin_Tz,Reduced_Mass_mu,Coulomb_Barrier_MeV,Gamow_Peak_E0_MeV,Gamow_Window_dE0_MeV,Energy_c.m._MeV,Sommerfeld_eta,Gamow_Factor_Exp_2pi_eta,S_Factor_S_E_keV_b,Cross_Section_sigma_nb,S0_Experimental_keV_b,S0_Exp_Uncertainty,S0_Theoretical_EFT_keV_b,ML_Polynomial_Reg_S0,ML_Cubic_Spline_S0,ML_Power_Law_S0,PCA_Component_1,PCA_Component_2,tSNE_Component_1,tSNE_Component_2,Network_Degree_Centrality
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.6341,2.3253,4.5171e-07,0.3499,2.4923e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.6634,2.2734,6.2598e-07,0.3499,3.3012e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.6926,2.2249,8.4867e-07,0.3499,4.2869e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.7218,2.1795,1.1293e-06,0.3498,5.4736e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.7511,2.1365,1.4790e-06,0.3498,6.8886e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.7803,2.0962,1.9058e-06,0.3498,8.5445e+02,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.8096,2.0579,2.4241e-06,0.3498,1.0474e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.8388,2.0217,3.0419e-06,0.3498,1.2686e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.8681,1.9873,3.7762e-06,0.3498,1.5217e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.8973,1.9547,4.6347e-06,0.3498,1.8068e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.9266,1.9236,5.6368e-06,0.3498,2.1279e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.9558,1.894,6.7894e-06,0.3498,2.4847e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,0.985,1.8657,8.1098e-06,0.3498,2.8799e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.0143,1.8385,9.6179e-06,0.3498,3.3168e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.0435,1.8126,1.1318e-05,0.3498,3.7938e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.0728,1.7877,1.3237e-05,0.3498,4.3157e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.102,1.7639,1.5376e-05,0.3498,4.8803e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.1313,1.7409,1.7766e-05,0.3498,5.4926e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.1605,1.7188,2.0405e-05,0.3498,6.1496e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.1897,1.6976,2.3316e-05,0.3497,6.8543e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.219,1.6771,2.6525e-05,0.3497,7.6103e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.2482,1.6573,3.0026e-05,0.3497,8.4131e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.2775,1.6382,3.3859e-05,0.3497,9.2691e+03,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.3067,1.6198,3.8010e-05,0.3497,1.0173e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.336,1.602,4.2524e-05,0.3497,1.1131e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.3652,1.5847,4.7385e-05,0.3497,1.2138e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.3945,1.568,5.2639e-05,0.3497,1.3200e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.4237,1.5518,5.8266e-05,0.3497,1.4312e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.4529,1.5362,6.4296e-05,0.3497,1.5475e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.4822,1.5209,7.0765e-05,0.3497,1.6695e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.5114,1.5061,7.7644e-05,0.3497,1.7964e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.5407,1.4918,8.4991e-05,0.3497,1.9289e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.5699,1.4778,9.2770e-05,0.3497,2.0663e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.5992,1.4642,1.0105e-04,0.3497,2.2093e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.6284,1.451,1.0978e-04,0.3497,2.3571e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.6576,1.4382,1.1900e-04,0.3496,2.5101e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.6869,1.4256,1.2876e-04,0.3496,2.6687e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.7161,1.4135,1.3900e-04,0.3496,2.8319e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.7454,1.4015,1.4980e-04,0.3496,3.0007e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.7746,1.39,1.6111e-04,0.3496,3.1740e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.8039,1.3786,1.7300e-04,0.3496,3.3529e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.8331,1.3676,1.8541e-04,0.3496,3.5361e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.8624,1.3568,1.9843e-04,0.3496,3.7248e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.8916,1.3463,2.1197e-04,0.3496,3.9176e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.9208,1.336,2.2611e-04,0.3496,4.1152e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.9501,1.326,2.4088e-04,0.3496,4.3182e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,1.9793,1.3161,2.5621e-04,0.3496,4.5251e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.0086,1.3065,2.7220e-04,0.3496,4.7373e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.0378,1.2971,2.8875e-04,0.3496,4.9532e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.0671,1.2879,3.0598e-04,0.3496,5.1743e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.0963,1.2789,3.2378e-04,0.3496,5.3990e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.1255,1.2701,3.4222e-04,0.3495,5.6280e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.1548,1.2614,3.6137e-04,0.3495,5.8620e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.184,1.2529,3.8110e-04,0.3495,6.0993e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.2133,1.2446,4.0156e-04,0.3495,6.3414e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.2425,1.2365,4.2260e-04,0.3495,6.5868e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.2718,1.2285,4.4438e-04,0.3495,6.8368e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.301,1.2207,4.6676e-04,0.3495,7.0899e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.3303,1.213,4.8990e-04,0.3495,7.3476e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.3595,1.2054,5.1363e-04,0.3495,7.6080e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.3887,1.1981,5.3804e-04,0.3495,7.8721e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.418,1.1908,5.6323e-04,0.3495,8.1406e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.4472,1.1836,5.8902e-04,0.3495,8.4116e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.4765,1.1766,6.1559e-04,0.3495,8.6869e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.5057,1.1697,6.4277e-04,0.3495,8.9645e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.535,1.163,6.7074e-04,0.3495,9.2464e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.5642,1.1563,6.9932e-04,0.3495,9.5304e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.5934,1.1498,7.2860e-04,0.3494,9.8175e+04,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.6227,1.1434,7.5869e-04,0.3494,1.0109e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.6519,1.137,7.8938e-04,0.3494,1.0401e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.6812,1.1308,8.2089e-04,0.3494,1.0698e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.7104,1.1247,8.5301e-04,0.3494,1.0997e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.7397,1.1187,8.8595e-04,0.3494,1.1299e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.7689,1.1128,9.1949e-04,0.3494,1.1603e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.7982,1.1069,9.5386e-04,0.3494,1.1911e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.8274,1.1012,9.8883e-04,0.3494,1.2220e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.8566,1.0955,1.0245e-03,0.3494,1.2531e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.8859,1.09,1.0610e-03,0.3494,1.2846e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.9151,1.0845,1.0982e-03,0.3494,1.3162e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.9444,1.0791,1.1361e-03,0.3494,1.3481e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,2.9736,1.0738,1.1747e-03,0.3494,1.3801e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.0029,1.0685,1.2141e-03,0.3494,1.4125e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.0321,1.0634,1.2541e-03,0.3494,1.4449e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.0613,1.0583,1.2948e-03,0.3493,1.4776e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.0906,1.0533,1.3363e-03,0.3493,1.5105e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.1198,1.0483,1.3785e-03,0.3493,1.5435e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.1491,1.0434,1.4215e-03,0.3493,1.5768e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.1783,1.0386,1.4650e-03,0.3493,1.6102e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.2076,1.0339,1.5095e-03,0.3493,1.6439e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.2368,1.0292,1.5545e-03,0.3493,1.6775e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.2661,1.0246,1.6003e-03,0.3493,1.7115e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.2953,1.02,1.6467e-03,0.3493,1.7455e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.3245,1.0155,1.6938e-03,0.3493,1.7796e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
"24Mg(p, gamma)25Al",24Mg,12,12,24,p,2524Mg,25,13,-1,-0.5,0.96,3.707,0.0384,0.0162,3.3538,1.0111,1.7418e-03,0.3493,1.8140e+05,0.35,0.02,0.35,0.2071,0.35,0.2079,-0.6239,0.052,16.45,-4.5,0.797
